stop_sequence,from_id,to_id,scheduled_time,status,line,type,day,part_of_the_day,delay
7.0,76,88,4,departed,Gladstone Branch,NJ Transit,Friday,,0
5.0,152,14,4,departed,Montclair-Boonton,NJ Transit,Friday,,0
1.0,74,74,4,departed,No Jersey Coast,NJ Transit,Friday,,0
5.0,103,83,4,departed,Northeast Corrdr,NJ Transit,Friday,,0
3.0,122,79,4,departed,No Jersey Coast,NJ Transit,Friday,,0
5.0,109,41,4,departed,No Jersey Coast,NJ Transit,Friday,,0
1.0,124,124,4,departed,Princeton Shuttle,NJ Transit,Friday,,0
4.0,38417,128,4,departed,Main Line,NJ Transit,Friday,,0
8.0,102,44,4,departed,Raritan Valley,NJ Transit,Friday,,0
10.0,158,37953,4,departed,No Jersey Coast,NJ Transit,Friday,,0
2.0,105,38187,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
11.0,136,87,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
13.0,107,38187,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,1
1.0,32906,32906,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
8.0,88,143,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
1.0,35,35,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
6.0,14,50,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
5.0,128,3,5,departed,Main Line,NJ Transit,Friday,early_morning,0
7.0,37169,139,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
4.0,39,55,5,departed,Atl. City Line,NJ Transit,Friday,early_morning,0
4.0,79,141,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
2.0,148,32905,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
9.0,127,83,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
6.0,41,70,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
1.0,123,123,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
2.0,124,125,5,estimated,Princeton Shuttle,NJ Transit,Friday,early_morning,0
7.0,57,149,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
3.0,113,86,5,departed,Main Line,NJ Transit,Friday,early_morning,0
9.0,44,155,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
9.0,143,48,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
6.0,3,151,5,departed,Main Line,NJ Transit,Friday,early_morning,0
7.0,50,19,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
2.0,74,73,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
12.0,87,81,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
8.0,139,119,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
11.0,37953,107,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
1.0,13,13,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
5.0,141,15,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
2.0,32906,103,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
1.0,148,148,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
1.0,105,105,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
7.0,151,64,5,departed,Main Line,NJ Transit,Friday,early_morning,0
7.0,70,127,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
10.0,48,17,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
1.0,129,129,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
2.0,35,34,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
10.0,83,84,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
13.0,81,140,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
8.0,149,137,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
10.0,155,32,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
3.0,38187,107,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
1.0,54,54,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
3.0,73,130,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
3.0,32905,125,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
8.0,64,131,5,departed,Main Line,NJ Transit,Friday,early_morning,1
2.0,13,122,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
3.0,103,38,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
6.0,15,22,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
2.0,129,138,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
1.0,49,49,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
1.0,38081,38081,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
1.0,142,142,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
3.0,34,94,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
1.0,125,125,5,departed,Princeton Shuttle,NJ Transit,Friday,early_morning,0
9.0,119,158,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
4.0,86,26,5,departed,Main Line,NJ Transit,Friday,early_morning,0
8.0,19,106,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
11.0,17,99,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
14.0,140,112,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
12.0,107,38187,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
8.0,127,11,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
6.0,83,37953,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
2.0,148,32905,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
11.0,84,38,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
9.0,131,52,5,departed,Main Line,NJ Transit,Friday,early_morning,1
7.0,22,8,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
2.0,63,106,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
11.0,32,31,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
2.0,38081,89,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
2.0,49,117,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
12.0,99,104,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
10.0,158,11,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
3.0,138,24,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
2.0,142,100,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
9.0,137,144,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
4.0,38,84,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
5.0,55,9,5,departed,Atl. City Line,NJ Transit,Friday,early_morning,0
9.0,11,158,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
4.0,107,37953,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
3.0,122,79,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
4.0,130,85,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
10.0,52,58,5,departed,Main Line,NJ Transit,Friday,early_morning,1
4.0,94,91,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
2.0,125,124,5,estimated,Princeton Shuttle,NJ Transit,Friday,early_morning,0
2.0,105,38187,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
15.0,112,23,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
3.0,89,95,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
12.0,38,103,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
8.0,8,4,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
3.0,106,37,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
4.0,95,150,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
5.0,37953,109,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
13.0,104,145,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
12.0,31,38105,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
4.0,24,21,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
3.0,117,45,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
7.0,37953,107,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
3.0,100,118,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
4.0,79,141,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
3.0,32905,125,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
5.0,84,83,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
4.0,37,23,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
2.0,54,93,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
11.0,58,116,5,departed,Main Line,NJ Transit,Friday,early_morning,1
5.0,91,92,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
5.0,150,153,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
11.0,11,127,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
5.0,85,59,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
6.0,109,41,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
14.0,38187,105,5,estimated,Northeast Corrdr,NJ Transit,Friday,early_morning,0
16.0,23,106,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
10.0,158,119,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
9.0,4,40,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
1.0,144,144,5,departed,Main Line,NJ Transit,Friday,early_morning,0
2.0,123,113,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
4.0,118,90,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
6.0,9,71,5,departed,Atl. City Line,NJ Transit,Friday,early_morning,1
5.0,23,112,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
4.0,125,103,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
1.0,124,124,5,departed,Princeton Shuttle,NJ Transit,Friday,early_morning,0
1.0,145,145,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
2.0,144,78,5,departed,Main Line,NJ Transit,Friday,early_morning,1
5.0,26,135,5,departed,Main Line,NJ Transit,Friday,early_morning,0
5.0,141,15,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
1.0,148,148,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
4.0,45,18,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
3.0,93,101,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
6.0,92,30,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
6.0,153,152,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
5.0,90,114,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
5.0,21,36,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
6.0,59,37169,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
3.0,38187,107,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
6.0,112,61,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
6.0,83,127,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
11.0,119,139,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
6.0,114,159,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
7.0,41,70,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
1.0,32906,32906,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
3.0,78,38417,5,departed,Main Line,NJ Transit,Friday,early_morning,1
8.0,107,38187,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
7.0,152,14,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
7.0,61,97,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
10.0,144,131,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
12.0,116,29,5,departed,Main Line,NJ Transit,Friday,early_morning,1
10.0,40,74,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
5.0,18,12,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
6.0,15,22,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
2.0,145,136,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
5.0,103,38,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
2.0,124,125,5,estimated,Princeton Shuttle,NJ Transit,Friday,early_morning,0
7.0,30,77,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
4.0,101,67,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
1.0,144,144,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
7.0,127,70,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
6.0,36,120,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
13.0,38105,107,5,estimated,Raritan Valley,NJ Transit,Friday,early_morning,0
4.0,38417,128,5,departed,Main Line,NJ Transit,Friday,early_morning,1
2.0,148,32905,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
8.0,70,127,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
7.0,159,62,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
8.0,97,140,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
13.0,38187,105,5,estimated,No Jersey Coast,NJ Transit,Friday,early_morning,0
13.0,29,115,5,departed,Main Line,NJ Transit,Friday,early_morning,1
6.0,12,76,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
8.0,14,50,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
12.0,127,37953,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
7.0,22,8,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
11.0,131,51,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
17.0,106,38187,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
4.0,107,37953,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
3.0,136,87,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
1.0,13,13,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
8.0,77,27,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
1.0,105,105,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
9.0,106,105,5,estimated,Montclair-Boonton,NJ Transit,Friday,early_morning,0
8.0,62,156,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
7.0,120,102,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
3.0,113,86,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
7.0,71,28,5,departed,Atl. City Line,NJ Transit,Friday,early_morning,0
5.0,128,3,5,departed,Main Line,NJ Transit,Friday,early_morning,1
2.0,144,78,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
7.0,76,88,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
11.0,74,73,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
5.0,67,39472,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,1
6.0,38,84,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
9.0,50,19,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
1.0,35,35,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
14.0,115,33,5,departed,Main Line,NJ Transit,Friday,early_morning,1
9.0,140,81,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
14.0,145,106,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
1.0,123,123,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
2.0,32906,103,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
5.0,37953,109,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
7.0,37169,139,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
13.0,103,125,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
12.0,139,37169,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
4.0,87,81,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
9.0,156,42,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
8.0,8,4,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
1.0,74,74,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
10.0,19,154,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
8.0,70,41,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
8.0,102,44,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
3.0,78,38417,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
12.0,51,126,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
6.0,3,151,5,departed,Main Line,NJ Transit,Friday,early_morning,1
9.0,127,83,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
8.0,88,143,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
2.0,13,122,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
15.0,33,75,5,departed,Main Line,NJ Transit,Friday,early_morning,1
6.0,109,41,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
3.0,32905,125,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
12.0,73,130,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
1.0,1,1,5,departed,Atl. City Line,NJ Transit,Friday,early_morning,0
6.0,135,57,5,departed,Main Line,NJ Transit,Friday,early_morning,0
10.0,81,87,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
7.0,84,83,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
13.0,37953,107,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
5.0,81,140,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
1.0,63,63,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
9.0,41,109,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
3.0,103,38,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
13.0,37169,59,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
7.0,151,64,5,departed,Main Line,NJ Transit,Friday,early_morning,1
13.0,126,25,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
9.0,27,145,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
16.0,75,66,5,departed,Main Line,NJ Transit,Friday,early_morning,1
10.0,42,111,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
9.0,4,40,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
9.0,143,48,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
4.0,38417,128,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
8.0,28,43298,5,departed,Atl. City Line,NJ Transit,Friday,early_morning,0
4.0,86,26,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
1.0,125,125,5,departed,Princeton Shuttle,NJ Transit,Friday,early_morning,0
9.0,38187,105,5,estimated,Northeast Corrdr,NJ Transit,Friday,early_morning,0
9.0,44,155,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
6.0,140,97,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
2.0,35,34,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
10.0,83,84,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
11.0,87,136,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
10.0,109,37953,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
1.0,105,105,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
2.0,74,73,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
6.0,39472,35,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,1
3.0,122,79,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
1.0,49,49,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
8.0,64,131,5,departed,Main Line,NJ Transit,Friday,early_morning,1
11.0,154,106,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
5.0,128,3,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
14.0,125,32905,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
10.0,145,136,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
11.0,111,132,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
7.0,97,61,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
2.0,105,38187,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
7.0,41,70,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
10.0,48,17,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
13.0,130,85,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
4.0,38,84,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
10.0,155,47,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
14.0,25,121,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
8.0,139,158,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
9.0,131,52,5,departed,Main Line,NJ Transit,Friday,early_morning,1
14.0,107,38187,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
10.0,40,74,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
8.0,61,112,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
14.0,59,85,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
18.0,38187,105,5,estimated,Morristown Line,NJ Transit,Friday,early_morning,0
11.0,136,87,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
2.0,49,117,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
11.0,84,38,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
4.0,79,141,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
6.0,3,151,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
3.0,73,130,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
2.0,125,124,5,estimated,Princeton Shuttle,NJ Transit,Friday,early_morning,0
1.0,35,35,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
8.0,70,127,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
15.0,121,46,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
11.0,47,32,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
12.0,136,145,5,estimated,Morristown Line,NJ Transit,Friday,early_morning,0
11.0,17,99,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
9.0,112,23,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
12.0,132,110,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
1.0,105,105,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
5.0,84,83,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
17.0,66,38174,5,departed,Main Line,NJ Transit,Friday,early_morning,1
7.0,57,149,5,departed,Main Line,NJ Transit,Friday,early_morning,0
11.0,37953,107,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
3.0,34,91,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
10.0,52,58,5,departed,Main Line,NJ Transit,Friday,early_morning,1
1.0,63,63,5,departed,Main Line,NJ Transit,Friday,early_morning,0
7.0,35,34,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,1
7.0,151,64,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
14.0,85,59,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
10.0,23,37,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
3.0,117,45,5,departed,Gladstone Branch,NJ Transit,Friday,early_morning,0
13.0,110,5,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
12.0,38,103,5,cancelled,Northeast Corrdr,NJ Transit,Friday,early_morning,0
5.0,141,15,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
12.0,87,81,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
15.0,85,130,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
12.0,99,104,5,cancelled,Gladstone Branch,NJ Transit,Friday,early_morning,0
15.0,106,63,5,estimated,Gladstone Branch,NJ Transit,Friday,early_morning,0
2.0,105,38187,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
8.0,83,37953,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
12.0,106,38187,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
3.0,38187,107,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
11.0,74,73,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
4.0,130,85,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
1.0,60,60,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
1.0,148,148,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
9.0,127,83,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
16.0,46,134,5,estimated,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
4.0,125,103,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
2.0,123,113,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
12.0,32,31,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
11.0,58,116,5,departed,Main Line,NJ Transit,Friday,early_morning,1
8.0,34,96,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,1
4.0,91,92,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
1.0,129,129,5,departed,Raritan Valley,NJ Transit,Friday,early_morning,0
8.0,149,137,5,departed,Main Line,NJ Transit,Friday,early_morning,0
14.0,5,43,5,cancelled,Pascack Valley,NJ Transit,Friday,early_morning,0
5.0,26,135,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
13.0,81,140,5,departed,Morristown Line,NJ Transit,Friday,early_morning,1
8.0,64,131,5,departed,Bergen Co. Line ,NJ Transit,Friday,early_morning,0
1.0,123,123,5,departed,Main Line,NJ Transit,Friday,early_morning,0
1.0,38081,38081,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
6.0,15,22,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
1.0,142,142,5,departed,Pascack Valley,NJ Transit,Friday,early_morning,0
2.0,35,34,5,departed,Morristown Line,NJ Transit,Friday,early_morning,0
15.0,59,37169,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,1
1.0,105,105,5,departed,Montclair-Boonton,NJ Transit,Friday,early_morning,0
6.0,83,127,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
4.0,125,107,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
1.0,124,124,5,departed,Princeton Shuttle,NJ Transit,Friday,early_morning,0
15.0,32905,148,5,estimated,Northeast Corrdr,NJ Transit,Friday,early_morning,0
12.0,107,38187,5,departed,Northeast Corrdr,NJ Transit,Friday,early_morning,0
16.0,130,73,5,departed,No Jersey Coast,NJ Transit,Friday,early_morning,0
